title,perex,label
&quot;Lächerlich&quot; - Kruse nach Pokal-Aus fassungslos über Elfer,"Mit 3:2 setzte sich der FC Bayern nach einem intensiven und hitzigen Fight im Halbfinale bei Werder durch und trifft jetzt im Endspiel in Berlin auf RB Leipzig. (Das Spiel zum Nachlesen im LIVETICKER)Nach dem Spiel drehte sich nahezu alles um den entscheidenden Elfmetertreffer von Robert Lewandowski, nachdem Kingsley Coman von Theodor Gebre Selassie leicht gerempelt worden war.Eine äußerst fragwürdige Entscheidung, für die vor allem Max Kruse kein Verständnis zeigte. (Spielplan des DFB-Pokals)SPORT1 fasst die Stimmen von ARD, Sky und aus der Mixed Zone zusammen.Max Kruse (Werder Bremen): &quot;Das ist lächerlich. Wenn das ein Elfmeter ist... Wozu haben wir den Videobeweis? Das ist ein ganz leichter Kontakt, ich brauch nichts mehr sagen.",Reaction
Werder-Bremen-Kapitän Max Kruse nach Pokalaus gegen Bayern München bedient: &quot;Boateng soll mich nicht vollquatschen&quot;,Nach einem hitzigen Pokalspiel köchelten die Gemüter während der Interviews noch ein wenig weiter.,Reaction
Голкипер «Анжи» Дюпин: «Достали разговоры насчет денег»,Вратарь «Анжи» Юрий Дюпин подвел итоги матча 25-го тура чемпионата России с ЦСКА (0:2).,Reaction
"Pastrňák si rýpl do zpěváka Biebera. Postup Toronta? Dneska ne, napsal mu","„Milý pane, prosím dohlédni na Austona Matthewse, Mitche Marnera a celé Toronto Maple Leafs v sedmém zápase proti Boston Bruins,"" napsal si dnes na svůj Instagram kanadský zpěvák Justin Bieber, fanoušek tradičního zámořského mužstva.",Reaction
Rick Zamperin: Toronto Maple Leafs’ playoff failures continue,"For three years running, the Toronto Maple Leafs have enjoyed a very successful regular season only to follow it up with a tremendously disappointing opening round playoff exit.",Reaction
Sharks rally after Pavelski&#039;s scary injury to make 2nd round,The San Jose Sharks put together a most memorable comeback to ease the pain from so many postseason failures,Reaction
Perron a suivi attentivement le 7e match Vegas-SJ,"Comme plusieurs amateurs de hockey, l'attaquant des Blues de St. Louis était un spectateur attentif du match ultime opposant les Golden Knights de Vegas aux Sharks de San Jose, mardi soir.",Reaction
Marchessault se vide le coeur,L’attaquant des Golden Knights de Vegas Jonathan Marchessault n’a pas mâché ses mots après la défaite en prolongation de son équipe lors du septième match de la série contre les Sharks de San Jose.,Reaction
Golden Knights&#039; Jonathan Marchessault rips controversial penalty in Game 7: &#039;It&#039;s a f---ing joke&#039;,San Jose's Game 7 comeback was fueled by four power-play goals following a controversial major penalty,Reaction
"Jedno z nejlepších utkání v historii NHL, jásal po obratu tahoun Sharks Hertl","Útočník Tomáš Hertl se výraznou měrou zasloužil o to, že San Jose poprvé v klubové historii otočilo sérii play-off ze stavu 1:3 na 4:3. V posledních třech utkáních 1. kola bojů o Stanley Cup proti Vegas, kdy Sharks hrozilo vyřazení, dal slávistický odchovanec pokaždé gól. V rozhodujícím sedmém duelu zvítězilo San Jose po strhujícím obratu 5:4 v prodloužení.",Reaction
"Kapitánova krev odstartovala hokejový zázrak. Dokázali jsme to, řval Hertl","Když zvyšoval přesně v polovině zápasu na 2:0, měl Cody Eakin z Vegas Golden Knights nakročeno k tomu, aby byl jedním z hrdinů utkání, ve kterém jeho tým přejde přes San Jose do 2. kola bojů o Stanley Cup. Místo toho přišlo kontroverzní vyloučení do konce zápasu, během kterého Sharks předvedli jeden z nejúžasnějších hokejových obratů historie a nakonec vyhráli 5:4 v prodloužení. Co se to tedy v úterý v Kalifornii stalo?",Reaction
"Coppa Italia: Correa stende il Milan, per la Lazio è la 10ma finale","Inzaghi supera Gattuso, cori razzisti da tifosi biancocelesti",Reaction
"Milan-Lazio, Gattuso: &quot;I biancocelesti hanno meritato la finale&quot;","Gennaro Gattuso ammette i meriti della Lazio: &quot;Ha giocato meglio, dobbiamo prenderci le nostre responsabilità e guardare avanti in campionato&quot;.",Reaction
Wainwright halts the Brewers&#039; bats as Cardinals win 5-2 to earn three-game sweep,The St. Louis Cardinals beat the Milwaukee Brewers 5-2 on Wednesday to complete a three-game sweep.,Reaction
Lazio beats AC Milan 1-0 to reach Italian Cup final,Lazio won 1-0 at AC Milan on Wednesday to reach the Italian Cup final,Reaction
Hoskins taunts Mets with 34-sec HR trot in win,"Rhys Hoskins homered off reliever Jacob Rhame and taunted him with a slow jog around the bases a night after Rhame buzzed him with two fastballs, and the struggling Philadelphia Phillies beat the New York Mets 6-0 on Wednesday.",Reaction
Letzter - Wacker droht der Abstieg: Innsbrucker Einsamkeit,"Nach dem 0:4-Debakel gegen Altach geht es ans Eingemachte, die Fans bleiben zu Hause – aber ""es geht immer weiter""",Reaction
Don Didi - Kühbauer machte müde Rapidler in der Pause munter,Rapid-Coach nach 4:2 in Hartberg: &quot;Sehr statisch gespielt&quot; in erster Hälfte – Hartberger Hoffnung auf Klassenerhalt intakt,Reaction
TV: AIK-stjärna spydde framför domaren: &quot;Jag fick inte stopp på det&quot;,"SOLNA. I andra halvlek mot Häcken spydde Tarik Elyounoussi precis framför domaren Glenn Nyberg.Men efter segern förklarar AIK-stjärnan att han mår bra.- Jag skulle bara rapa men så kom det ut något och så fick jag inte stopp på det, säger han till Fotbollskanalen.",Reaction
Norling efter Alms slakt av Häckens insats: &quot;Har du redan gett upp?&quot;,"SOLNA. Andreas Alm menar att Häcken kan glömma SM-guldet om de spelar som de gjorde mot AIK.Hans sågning på presskonferensen efter matchen fick motståndartränaren Rikard Norling att hoppa till.- Har du redan gett upp?, frågade Norling.- Lite så, svarade Alm.",Reaction
[ACL현장 기자회견]패장 우라와 감독 &quot;전북은 경험이 풍부하고 강했다&quot;,&quot;전북은 경험이 풍부하고 강했다.&quot;패장 우라와 올리베이라 감독은 &quot;예상대로 어려운 경기였다. 전북은 경험이 풍부하고 강했다. 우리도 최선을 다했다. 좋은 장면도 있었다. 마무리가 잘 안 돼 유감스럽다&quot;라고 말했다. 또 그는 &quot;실점 과정에서 미스가 있었다. 실점으로 졌다. 상대가 실점해서 우리도 득점했다. 현대 축구는 미스로 승패가 갈린다&quot;라고 말했다. 우라와가 24일 전주월드컵경기장에서 벌어진 전북 현대와의 2019년 아시아챔피언스리그 조별리그 G조 4라운드 원정 경기서 1대2로 졌다. 우라와는 승점 4점에 머물러 16강 진출을 장...,Reaction
Сергей Семак: «Дожали «Динамо» через «не могу»,Главный тренер «Зенита» Сергей Семак поделился мнением о победе над «Динамо» (2:0).,Reaction
Retro-Malmö sänkte  serieledaren Frölunda,"Malmö sänkte serieledaren Frölunda. Matchen slutade 3-2 efter en dramatisk avslutning. – Säsongens skönaste vinst, säger Fredrik Händemark. ",Reaction
Γιασικεβίτσιους: «Δεν είχαμε καθαρό μυαλό και βγήκε η απειρία μας»,Ο προπονητής της Ζαλγκίρις εξήγησε τους λόγους της ήττας από τη Φενέρμπαχτσε στο Game 3. ,Reaction
Werder Bremen woest en verbijsterd na &#039;belachelijke&#039; Bayern-pingel,&#039;Wat voor nut heeft die VAR nu eigenlijk?&#039;,Reaction
Trenerzy po meczu w Gliwicach,"Piast Wygrał z Zagłębiem Lubin 1:0. Poznaj opinie trenerów po tym emocjonującym spotkaniu.
Artykuł Trenerzy po meczu w Gliwicach pochodzi z serwisu Dziennik Sport.",Reaction
Lou Williams: Clippers star credits &#039;arrogance&#039; for sensational Game 5 win over Warriors,LOU WILLIAMS was at his best once again for the LA Clippers to force a Game 6 against defending champions Golden State Warriors.,Reaction
Piken mot Frölunda: ”Hörde inget alls”,"GÖTEBORG/STOCKHOLM. Fullsatt i match ett i Scandinavium – och fullsatt i match två i Globen.Publiktrycket har varit enormt i finalserien mellan Frölunda och Djurgården.Men Dif-backen Robin Norell skickar en pik mot göteborgarna.– Frölunda hörde jag inget alls av. Jag visste inte ens att det var några från deras sida där om jag ska vara helt ärlig, säger han.",Reaction
Jet lagged Azarenka ousts Zvonareva in Stuttgart,Belarusian Victoria Azarenka made a winning return to Stuttgart with a 7-5 6-4 victory over Russia&#039;s Vera Zvonareva in what was an engrossing battle in the first round of the Porsche Tennis Grand Prix on Wednesday.,Reaction
"Super Rugby Round 11: You ‘twos’, you lose…","Twos all round last week, as this crazy year of Super Rugby found yet another way to punish the tipping panel. So here’s a challenge: I want one of you to pick the exact opposite to us this week and we’ll see who does best. And what was weird about everyone getting twos was that […]",Reaction
"Fiorentina:Montella,Atalanta?Ci crediamo",23 i convocati viola in vista della semifinale di Coppa Italia,Reaction
"Video: Zahanbujúci výkon, kritizoval Gattuso výkon AC Miláno v odvete semifinále Coppa Italia",Lazio Rím v semifinále Coppa Italia vyradilo AC Miláno. MILÁNO 25. apríla (WebNoviny.sk) – Trápenie … Čítať ďalej,Reaction
Sassuolo - Bologna 3-1 - skrót (ZDJĘCIA ELEVEN SPORTS). WIDEO,Sassuolo - Bologna w 12. kolejce Serie A.,Reaction
Ομπράντοβιτς: «Συγχαρητήρια σε Ζαλγκίρις και Σάρας» (video),"Ο Ζέλικο Ομπράντοβιτς πέρασε στο Final Four με τη Φενέρμπαχτσε,…",Reaction
Σλούκας: «Γι’ αυτό δουλέψαμε όλη τη χρονιά…»,"Ο Ελληνας γκαρντ δήλωσε ότι είναι περήφανος για την ομάδα του και επισήμανε ότι ο ίδιος και οι συμπαίκτες του δούλεψαν σκληρά, προκειμένου η Φενέρ να πάρει το εισιτήριο για το final 4.",Reaction
Gustafsson om Pekings inledning: &quot;Inne i en tung period&quot;,"STOCKHOLM. Länge såg IFK Norrköping ut att ta hem tre poäng mot Djurgården.Men det blev till slut ett kryss, efter en kvittering på tilläggstid.- En poäng får ses som godkänt, säger managern Jens Gustafsson.",Reaction
"Atalanta, Gasperini: «Champions League e Coppa Italia, vogliamo entrambe»",L&#039;allenatore dei bergamaschi ha parlato dopo aver conquistato la finale di TIM Cup: «Abbiamo il diritto di giocarci le nostre chance per l&#039;Europa. C&#039;è tempo per pensare al 15 maggio»,Reaction
"Atalanta, Gasperini: «Meglio Champions o Coppa Italia? Entrambe»",L&#039;allenatore dei bergamaschi ha parlato al termine della semifinale di ritorno contro la Fiorentina: «Questa era la sfida più delicata di tutte. Adesso andiamo tranquilli fino al traguardo»,Reaction
Лестер Сити — Арсенал. Накануне,Football.ua анонсирует матч двенадцатого тура АПЛ между Лестером и Арсеналом.,Reaction
Svensken bakom Bostons nya seger: ”Jäkligt skönt”,"LOS ANGELES. Boston är känt för sin fysiska och oblyga hockey. Inget skönspel, men ofta effektivt.Men när man i natt, svensk tid, vann den första matchen i kvartsfinalen över Columbus var det svensk finess som avgjorde.Två magnifika framspelningar av Marcus Johansson, 28, lyfte Bruins till en 3-2-seger.– Vilken makalös passning till det avgörande målet. Han satte pucken på mitt klubblad, berömde matchhjälten Charlie Coyle i en tv-intervju med NBC Sports på isen direkt efter slutsignalen.",Reaction
Lozano krijgt bezoek van &#039;dader&#039; van Willem II: &quot;Hij zat in zo&#039;n machientje&quot;,"Freek Heerkens leeft mee met Hirving Lozano. De Mexicaanse aanvaller van PSV raakte donderdag geblesseerd door een tackle van de Willem II-verdediger, die zich na afloop meldde in de Eindhovense kleedkamer.",Reaction
Charlie Weberg efter allsvenska debuten: &quot;Skönt att komma in i startelvan och få spela&quot;,Charlie Weberg gjorde sin första allsvenska match när han fick chansen från start bredvid Andreas Granqvist i mittlåset hemma mot Sundsvall. Han stod för en klart godkänd insats i en match där HIF dominerade större delen av tiden.,Reaction
Så sa tränarna efter HIF-Sundsvall,Efter 1-1 mellan HIF och GIF Sundsvall framträdde tränare Per-Ola Ljung och Joel Cedergren på en presskonferens.,Reaction
Kalle Joelsson efter 1-1 mot Sundsvall: &quot;Det hade kunnat bli mer än en poäng idag&quot;,"Kalle Joelsson fick priset som matchens bäste spelare när HIF spelade 1-1 hemma mot GIF Sundsvall.
– Vi gör en bra match. Vi förtjänar poängen vi får om inte mer, säger han efteråt.",Reaction
Эйбар — Реал Мадрид. Накануне,Football.ua представляет вашему вниманию анонс поединка 13-го тура Ла Лиги.,Reaction
Tunga beskedet: ”Har fått en hjärnskakning”,"Derby på söndag mellan Djurgården och Hammarby. Då kommer blåränderna få klara sig utan sin lagkapten Marcus Danielsson som kolliderade med sin egen målvakt Tommy Vaiho under matchen mot Norrköping.  – Han har definitivt fått en hjärnskakning, säger Djurgårdens tränare Thomas Lagerlöf. ",Reaction
”Vi hade fått rulla  ut honom i rullstol”,"Tre matcher på sex dagar - och derby mot Hammarby på söndag.Då valde Djurgården att vila Astrit Ajdarevic mot IFK Norrköping.– Det fanns inte så mycket liniment i hela världen för att starta honom. Vi hade fått rulla ut honom i rullstol i så fall, säger Kim Bergstrand skämtsamt.– Han kryddar lite, säger Ajdarevic och skrattar.",Reaction
Brad Marchand s&#039;en prend à Riley Nash,"La peste des Bruins de Boston Brad Marchand n&#039;a pas mâché ses mots au sujet du jeu physique de son ancien coéquipier Riley Nash à la suite du premier match de la série contre les Blue Jackets de Columbus. « Je ne pense pas qu&#039;il ait frappé qui que ce soit en deux ans avec nous, » a lancé Marchand à propos de Nash, au site The Athletic. Nash a asséné une mise en échec à l&#039;attaquant des Bruins David Krejci en troisième période du premier match. L&#039;entraineur Bruce Cassidy a expliqué que son joueur était évalué sur une base quotidienne pour une blessure au haut du corps et il a écarté la possibilité que l&#039;athlète de 32 ans ait été victime d&#039;une commotion cérébrale.",Reaction
"Now up to speed, Blue Jackets try to rebound against Bruins",Boston Bruins will try to hang on to the momentum after taking 1-0 series lead over Columbus Blue Jackets,Reaction
Rafael Nadal: The BIZARRE demand star made to coaches after Barcelona Open win,RAFAEL NADAL texted his coaches and told them to set up a practice court immediately after his Barcelona Open victory against Jan-Lennard Struff.,Reaction
"Biasanya 91 Poin Cukup untuk Juara, tapi Tidak bagi Liverpool",Liverpool mencetak rekor poin di Liga Inggris usai menggulung Huddersfield Town. Tapi perolehan angka itu masih belum menjamin Liverpool akan juara.,Reaction
Barcelona Open: Rafael Nadal claims comfortable win to reach semi-finals,Rafael Nadal eases into the semi-finals of the Barcelona Open with a straight sets victory over Jan-Lennard Struff.,Reaction
Sport24.co.za | Klopp hails &#039;outstanding&#039; Liverpool after Huddersfield rout,Jurgen Klopp saluted his &quot;outstanding&quot; Liverpool title chasers after they stormed back to the top of the Premier League with a rout of Huddersfield.,Reaction
Vendsyssel øjner overlevelse efter tredjeplads,"Fredag sikrede Vendsyssel tredjepladsen i nedrykningspulje 2, og holdet øjner nu overlevelse i Superligaen.",Reaction
"Salah și Mane au făcut show, dar Klopp i-a avertizat imediat după meci: &quot;Va trebui să discutăm despre asta!&quot;","Liverpool a revenit pe primul loc în Premier League, după ce învins-o pe teren propriu, cu 5-0, pe Huddersfield, în primul meci al etapei a 36-a.",Reaction
Klopp cảnh báo Salah và Mane sau trận thắng Huddersfield,HLV Klopp khẳng định sẽ nói chuyện với Salah và Mane về vấn đề danh hiệu Vua phá lưới Premier League mùa này.,Reaction
Titelsause nach Neuanfang - Adler machen &quot;Lust auf mehr&quot;,"Erstmals seit 2015 sind die Adler Mannheim wieder deutscher Eishockey-Meister. Die Ära der Münchner ist erst einmal durchbrochen. Was der Titel für die nächsten Jahre bedeutet, war den Champions um Dennis Endras erst einmal &quot;wurscht&quot;.",Reaction
Liverpool 5-0 Huddersfield: Mohamed Salah has made a big step - Jurgen Klopp,Jurgen Klopp says Mohamed Salah &quot;has made a big step this season&quot; after his double against Huddersfield lifted him into pole position for the Golden Boot.,Reaction
"Bayer Leverkusen - Bosz gerät ins Schwärmen: &quot;Fußball,  den ich liebe&quot;","Augsburg (dpa) - Mit einem Mitternachtsimbiss in den Händen verließ Bayer Leverkusens Trainer Peter Bosz hochzufrieden die Augsburger Arena. &quot;Es hat für mich als Trainer auf der Bank Spaß gemacht, meine Mannschaft zu gucken&quot;, sagte er nach dem 4:1 (1:1) der Fußball-Bundesliga beim FC Augsburg. Die M",Reaction
HLV Incheon: ‘Tinh thần chiến đấu của Công Phượng đã giảm’,HLV tạm quyền CLB Incheon United Lim Joong-yong lý giải không đưa Công Phượng vào danh sách đăng ký thi đấu ở trận hòa Seongnam 0-0 tại vòng 9 K League chiều 27/4 là do thể lực của Phượng không đảm bảo và tinh thần chiến đấu đã suy giảm.,Reaction
Pijnlijke nederlaag voor Tottenham Hotspur: &#039;Maar we zijn klaar voor Ajax&#039;,"Tottenham Hotspur ging zaterdagmiddag in eigen huis onderuit tegen West Ham United, maar middenvelder Eric Dier denkt niet dat het Champions League-duel met Ajax van komende dinsdag te vroeg komt. Tottenham verloor met 0-1 van West Ham.",Reaction
Genoa Primavera al terzo posto: battuta la Fiorentina 4-0,"FIRENZE - Il Genoa Primavera vince 4-0 sul campo della Fiorentina e agguanta il terzo posto in classifica, portandosi a 16 punti e sorpassando la Roma.",Reaction
"Почеттино о шансах «Тоттенхэма» на топ-4: «Это бой и гонка, где осталось еще два матча»",Главный тренер «Тоттенхэма» Маурисио Почеттино прокомментировал поражение от «Вест Хэма» (0:1) в 36-м туре АПЛ.,Reaction
"Треньорът на Дортмунд обяви Байерн за шампион, но не прости на съдиите","Наставникът на Борусия (Дортмунд) Люсиен Фавър развя бялото знаме, след като тимът отстъпи с 2:4 от Шалке 04 в Бундеслигата и направи Байерн (Мюнхен) абсолютен ...",Reaction
Mauricio Pochettino fears home defeat shatters Spurs’ spirit for Ajax,"• Tottenham manager worries over team mood for Tuesday• ‘It’s a setback,’ for hopes of top-four finish and facing AjaxMauricio Pochettino feared that the 1-0 home defeat by West Ham had not only inflicted a blow to Tottenham’s top-four hopes but changed the mood at the club before the first leg of their Champions League semi-final against Ajax on Tuesday.Michail Antonio scored the goal for West Ham, which was the first Spurs had conceded at their new stadium, and it was also the first time in five matches that Pochettino’s team had done anything other than win here. Continue reading...",Reaction
Bundesliga - Bei der Niederlage gegen Schalke offenbart der BVB zwei altbekannte Schwächen,"Borussia Dortmund verliert ein hitziges Revierderby gegen den FC Schalke 04. Die Ereignisse überschlagen sich, jedoch wird bei genauerem Hinsehen deutlich: Der BVB unterliegt aufgrund zweier Schwächen, die über die ganze Saison hinweg nicht eingestellt werden konnten.",Reaction
LIVE! VfB empfängt Gladbach - Plea vergibt Riesenchance,Der VfB Stuttgart hat mit seinem neuen Trainer Nico Willig gleich ein Lebenszeichen gesendet und Borussia Mönchengladbach mit 1:0 bezwungen. Der erste Sieg seit dem 5:1 über Hannover (24. Spieltag) lässt die Schwaben im Abstiegskampf wieder hoffen. Die Fohlen konnten den Frankfurter Patzer gegen Hertha (0:0) nicht nutzen und bleiben mit drei Punkten Rückstand auf die Hessen Fünfter.,Reaction
Dardai: &quot;Hatten zum Schluss einen Matchball&quot;,"Hertha BSC muss weiter auf einen Sieg warten: Auch im siebten Anlauf gelang den Hauptstädtern kein Sieg. Bei Eintracht Frankfurt holte das von Pal Dardai trainierte Team einen Punkt (0:0), mit dem der Ungar aber gut leben konnte.",Reaction
&#039;This is bigger than Leipzig second&#039;,Ralph Hasenhuttl believes keeping Southampton in the Premier League is a bigger achievement than taking RB Leipzig to a second-place finish in the Bundesliga.,Reaction
Silva: We tried everything to win,"Marco Silva felt Everton had tried everything to win as they drew 0-0 with Crystal Palace, with Roy Hodgson pleased with the effort of his players.",Reaction
"IGRAČI HAJDUKA ISKALILI BIJES NAKON PORAZA POTEZOM KOJI IM NE SLUŽI NA ČAST Oreščanin preuzeo krivnju, Jakirović blistao i objasnio ključni potez","REAKCIJE - Nikad ove sezone strateg Gorice Sergej Jakirović nije se zadržao toliko dugo s novinarima poslije utakmice. Svi su se nadmetali s pitanjima, želeći čuti u čemu je sve tajna tako blistave igre koju je Gorica pokazala protiv Hajduka (3:0).",Reaction
Poch blames stress and fatigue for shock West Ham loss and hopes to have Vertonghen back for Ajax,MAURICIO POCHETTINO blamed “stress and fatigue” after West Ham became the first away team to win at Tottenham’s new stadium. The Hammers produced an inspired performance and could have won by more while Spurs looked miles from their best. Tottenham were without Harry Kane and star defender Jan Vertonghen as Michail Antonio’s second-half strike gave […],Reaction
Hinteregger: &quot;Wir sind viel umsonst gelaufen&quot;,"Eintracht Frankfurt ist im Heimspiel gegen Hertha BSC nicht über ein 0:0 hinausgekommen. Im Kampf um die Champions League hatten sich die Hessen eigentlich mehr ausgerechnet, mussten sich am Ende aber mit dem Punkt begnügen. Mangelnde Fitness aufgrund der zahlreichen Pflichtspiele wollte Abwehrmann Martin Hinteregger nicht als Entschuldigung anführen.",Reaction
"Weydandt: &quot;Ist komisch, gewonnen zu haben&quot;",Zweieinhalb Monate hatte Hannover 96 in der Bundesliga kein Spiel mehr gewonnen - bis die Mannschaft die Horrorserie durch den 1:0-Sieg gegen den 1. FSV Mainz 05 beendete. Siegtorschütze Hendrik Weydandt musste sich selbst noch etwas an das ungewohnte Glücksgefühl gewöhnen - und schickte eine Kampfansage in Richtung der Konkurrenz.,Reaction
"Serie A Empoli, Andreazzoli: «Bologna forte, noi stiamo raschiando il barile da tempo»","Il tecnico azzurro: «Se ho discusso con l&#039;arbitro? Non mi capita quasi mai. Abbiamo sempre meno possibilità di salvarci, ma restano ancora 12 punti in palio»",Reaction
BVB-Coach Favre hakt Titel nach Derbypleite ab,"Noch nie war die Punktedifferenz zwischen den beiden Erzrivalen Borussia Dortmund und Schalke 04 vor einem Revierderby größer.
Die Borussia voll im Titelrennen, die Schalker kämpfen gegen den Abstieg.
In diesem Derby machten die &quot;Knappen&quot; aber vieles vergessen und siegten verdient mit 4:2 in Dortmund (Spielbericht &gt;&gt;&gt;).
Eine kleine Vorentscheidung im Kampf um die Meisterschaft. Drei Runden vor Ende der Bundesliga könnten die Bayern mit einem Auswärtssieg in Nürnberg auf vier Punkte davonziehen.
Auch BVB-Trainer Lucien Favre schätzt die Situation realistisch ein. Im &quot;Sky&quot;-Interview antwortet der Schweizer auf die Frage, ob das Ergebnis die Entscheidung in der Meisterschaft bedeuten würde mit: &quot;Ja, klar.",Reaction
HLV Incheon tiết lộ lý do không sử dụng Công Phượng ở vòng 9 K-League,"Chia sẻ sau trận đấu, HLV Lim Joong-yong đã tiết lộ lý do ông không điền tên Công Phượng vào danh sách đăng ký thi đấu của CLB Incheon ở vòng 9 K-League.",Reaction
HLV Incheon cảnh cáo mạnh mẽ Công Phượng sau khi gạch tên CP23 khỏi danh sách thi đấu,"Trước Seongnam ở vòng 9 K-League 2018/19, Công Phượng không được đăng ký thi đấu và sau đó, HLV Incheon đã có những lời cảnh cáo CP23.",Reaction
Vrba po výhře vtipkoval o zájmu Sparty: Připadal jsem vám narušenej?,"Zájem Sparty o jeho služby trenéra Pavla Vrbu ani jeho tým nevykolejil, Plzeň v klidu srolovala Duklu 4:0 a do nadstavby jde se čtyřbodovou ztrátou na Slavii. „Kdyby to bylo v obvyklém sledu utkání, řekl bych, že je to moc, protože se samozřejmě setkáte i se soupeři, kteří nemají tak velkou kvalitu. Ale teď se bude potkávat šest nejlepších mužstev, takže si myslím, že může kdokoliv porazit kohokoliv,“ prohlásil kouč obhájce titulu.",Reaction
Pep Guardiola lobt Jürgen Klopps Arbeit beim FC Liverpool,Vor dem Spitzenspiel-Kracher am Sonntag zwischen Liverpool und Manchester City hat Pep Guardiola Jürgen Klopp in höchsten Tönen gelobt.,Reaction
Alaves deklasoval Valladolid třemi góly,"LaLiga &gt; Deportivo Alaves přehrálo Valladolid.Real Sociedad si i napříč své dobré
současné sezoně neporadil s posledním Leganés.",Reaction
"Rezignovaný Skuhravý: Ztráta je veliká, v této chvíli se rovná sestupu","Po tvrdé lekci 0:4 v Plzni na rovinu a bez vytáček přiznal, že záchranářské práce jsou u konce. Trenér Dukly Roman Skuhravý nevidí šanci, jak před pětizápasovou nadstavbou smazat ztrátu devíti bodů na barážovou pozici. „Ve hře je patnáct bodů, v každém utkání budeme chtít uspět, nicméně nejsem naivní. Ztráta je veliká, v této chvíli se rovná sestupu pro Duklu Praha,“ přiznal kouč suverénně posledního celku tabulky FORTUNA:LIGY.S mužstvem získal během jarní části mizerných pět bodů z jedenácti zápasů, přesto má podle svých slov podporu vedení klubu a očekává, že Duklu povede i v případě sestupu do druhé ligy.",Reaction
Рашид Рахимов: «Желаю удачи «Динамо». Такой клуб должен играть в РПЛ»,Главный тренер «Ахмата» Рашид Рахимов прокомментировал итог матча 26-го тура чемпионата России с «Динамо» (0:0).,Reaction
Probleme mari de arbitraj la Voluntari - Dinamo! Trei penalty-uri neacordate! Analiza lui Ion Crăciunescu,"Partida de la Voluntari a avut parte de trei momente extrem de importante. Practic au fost trei faza în urma cărora se putea dicta lovitură de la 11 metri, dar de fiecare dată arbitrul Iulian Călin a decis contrariul.",Reaction
"Potřebovali jsme vyhrát. Tohle vítězství je důležité do další fáze, hodnotí Přikryl","Kapitán Mladé Boleslavi Tomáš Přikryl pomohl brankou k výhře 3:0 nad Zlínem. Šestadvacetiletého ofenzivního záložníka těšilo, že Středočeši povedeným výkonem dali zapomenout na předcházející tři utkání, v nichž nevyhráli. V nadstavbové části je ve skupině o Evropu čeká dvojzápas s Teplicemi. Díky sobotní výhře budou mít v odvetě výhodu domácího prostředí.",Reaction
Thiems Schlüssel zum Sieg über Nadal,"Zum vierten Mal in seiner Karriere ging Dominic Thiem im Halbfinale von Barcelona nach einem Duell mit Rafael Nadal als Sieger vom Platz.
Ausgerechnet von einem Platz, der den Namen seines Gegenspielers trägt. Denn längst haben die Verantwortlichen des ATP-500-Turniers in der katalanischen Stadt auf die Erfolge des &quot;Sandplatz-Königs&quot; reagiert und den Center Court nach dem Spanier benannt, der in den letzten drei Jahren immer als Turniersieger wieder abreiste.
Der Österreicher beendete mit dem 6:4,6:4-Erfolg den Erfolgslauf Nadals, der in Barcelona schon elf Siegerpokale in die Höhe strecken durfte und in 22 Partien in Halbfinale und Finale an diesem Ort zuvor nur einen Satz abgeben musste.",Reaction
Dominic Thiem continues dominance of Nadal on clay at Barcelona Open,"Dominic Thiem defeated Rafael Nadal 6-4, 6-4 in the Barcelona Open on Saturday, becoming the first player other than Novak Djokovic to defeat the Spaniard on clay four times.",Reaction
&quot;Fenerbahçe basit kartlarla yıpratılacak bir takım değil&quot;,"Fenerbahçe Teknik Direktörü Ersun Yanal, Trabzonspor maçı sonrası yaptığı açıklamada hakemin kendilerini basit kartlar gösterdiğini söyledi. Trabzonspor&#039;da ise son saniyelerde yenilen golün üzüntüsü vardı.",Reaction
&#039;OVO SU IGRAČI KOJI SU OSVOJILI PRVENSTVO! I UBUDUĆE ĆU ROTIRATI...&#039; Bjelica pomirljiv nakon poraza; trener domaćih nahvalio igrače,"REAKCIJE TRENERA - Skender je bio zadovoljan i sretan, a Bjelica pomirljiv nakon utakmice u kojoj je Osijek na Gradskom vrtu svladao Dinamo s 2:1.",Reaction
”Joel har säkert stått här  och förklarat den för alla”,"Efter en grinig tredjeperiod kvitterade Djurgården finalserien till 2-2.Bland annat hettade det till mellan Sebastian Strandberg och Joel Lundqvist efter en huvudtackling.– Nio av tio sätter jag en offensiv tackling för att skydda i det läget, säger Joel Lundqvist.– Joel har säkert stått här och förklarat den för alla och då är det väl så det är, säger Strandberg.",Reaction
Loss leaves Waratahs coach exasperated,The NSW Waratahs have blown a big chance to claim the Australian conference lead with a costly Super Rugby loss to South Africa’s Sharks. The NSW Waratahs’ latest stumble has left exasperated coach Daryl Gibson seeing red and his side’s Super Rugby season on life support. Gibson was unable to hide his frustration after the […],Reaction
Morris rues more Sharks NRL injuries,Cronulla coach John Morris cannot believe his misfortune after two more stars joined the NRL club’s high profile injury list following a 29-6 loss to Brisbane. Cronulla coach John Morris has joked that he may have to pull on the boots again for the Sharks to field a team next week after two more stars […],Reaction
